date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours
1941-01-01,3.0,0.866,-1.6839999,-0.70066667,0.0,0.0,0.0,0.0
1941-01-02,2.0,-1.184,-3.534,-2.3965,0.0,0.0,0.0,0.0
1941-01-03,3.0,-0.684,-2.7340002,-1.7360835,0.0,0.0,0.0,0.0
1941-01-04,3.0,-0.934,-2.434,-1.74025,0.0,0.0,0.0,0.0
1941-01-05,71.0,0.116,-2.4840002,-1.2569166,0.4,0.0,0.28,4.0
1941-01-06,71.0,-0.03399998,-2.334,-0.98399997,0.8000001,0.0,0.56,8.0
1941-01-07,3.0,-0.334,-2.934,-1.9715,0.0,0.0,0.0,0.0
1941-01-08,71.0,2.066,-2.2340002,0.10975001,0.3,0.1,0.14,3.0
1941-01-09,3.0,0.866,-2.1339998,-0.30275,0.0,0.0,0.0,0.0
1941-01-10,3.0,1.266,-2.784,-0.87149996,0.0,0.0,0.0,0.0
1941-01-11,51.0,4.066,0.066000015,2.0972497,0.1,0.1,0.0,1.0
1941-01-12,3.0,0.966,-0.98399997,0.001416667,0.0,0.0,0.0,0.0
1941-01-13,51.0,2.566,-2.534,0.50558335,0.3,0.3,0.0,3.0
1941-01-14,71.0,1.916,-2.334,0.69933337,0.5,0.0,0.35,5.0
1941-01-15,73.0,-0.78400004,-4.234,-2.384,3.4,0.0,2.38,18.0
1941-01-16,3.0,-1.384,-6.684,-4.042333,0.0,0.0,0.0,0.0
1941-01-17,73.0,-1.384,-6.584,-3.6173332,1.4000001,0.0,0.98,8.0
1941-01-18,73.0,3.666,-1.7340001,1.666,5.3999996,3.2999997,1.4700001,13.0
1941-01-19,73.0,4.116,0.666,2.438917,5.0,4.4999995,0.35000002,12.0
1941-01-20,75.0,5.266,-0.18400002,2.643083,12.500001,4.3999996,5.6699996,13.0
1941-01-21,55.0,6.716,5.416,5.8868346,9.1,9.1,0.0,19.0
1941-01-22,51.0,7.8659997,4.366,6.7805843,1.5000001,1.5000001,0.0,8.0
1941-01-23,51.0,6.666,0.46600002,4.8535004,0.90000004,0.90000004,0.0,6.0
1941-01-24,55.0,4.8659997,0.066000015,2.7035,4.2,4.2,0.0,7.0
1941-01-25,53.0,4.566,3.1160002,3.7410002,6.2999997,6.2999997,0.0,21.0
1941-01-26,51.0,4.116,0.716,2.6722498,3.0000002,3.0000002,0.0,15.0
1941-01-27,55.0,5.916,0.46600002,2.3139167,6.1,6.1,0.0,11.0
1941-01-28,55.0,5.916,3.1160002,4.816,6.9999995,6.9999995,0.0,18.0
1941-01-29,3.0,3.966,0.066000015,2.3139167,0.0,0.0,0.0,0.0
1941-01-30,61.0,4.216,1.416,2.9243333,4.8,4.8,0.0,13.0
1941-01-31,53.0,4.916,1.666,3.795167,5.2999988,5.2999988,0.0,21.0
1941-02-01,71.0,5.466,0.616,2.5035,1.3000001,0.8,0.35,8.0
1941-02-02,3.0,3.916,-1.034,1.351417,0.0,0.0,0.0,0.0
1941-02-03,71.0,0.416,-2.184,-0.8485832,0.70000005,0.2,0.35,7.0
1941-02-04,3.0,0.46600002,-3.834,-1.1069168,0.0,0.0,0.0,0.0
1941-02-05,73.0,1.316,-4.434,-1.3381668,0.8,0.0,0.56000006,5.0
1941-02-06,73.0,4.516,-0.18400002,1.6889166,4.8999996,0.70000005,2.9399998,12.0
1941-02-07,51.0,7.966,-0.23399997,5.2514167,1.3000001,1.3000001,0.0,9.0
1941-02-08,3.0,10.016001,7.1159997,8.499333,0.0,0.0,0.0,0.0
1941-02-09,3.0,11.516001,8.516001,9.949334,0.0,0.0,0.0,0.0
1941-02-10,3.0,8.266,2.8660002,5.49725,0.0,0.0,0.0,0.0
1941-02-11,3.0,8.066,1.2160001,4.580583,0.0,0.0,0.0,0.0
1941-02-12,51.0,10.166,3.916,6.186834,0.4,0.4,0.0,3.0
1941-02-13,51.0,9.416,4.016,6.5514164,0.90000004,0.90000004,0.0,4.0
1941-02-14,53.0,8.616,5.016,6.7722507,2.2,2.2,0.0,6.0
1941-02-15,51.0,8.566,3.566,6.1118336,0.1,0.1,0.0,1.0
1941-02-16,61.0,8.916,3.416,6.136833,5.0,5.0,0.0,13.0
1941-02-17,55.0,9.716001,5.766,7.5785003,6.2999997,6.2999997,0.0,16.0
1941-02-18,53.0,7.8659997,4.116,6.045166,3.4000003,3.4000003,0.0,16.0
1941-02-19,51.0,5.3659997,1.3659999,3.4472501,0.70000005,0.70000005,0.0,7.0
1941-02-20,71.0,3.3660002,0.916,1.9993335,2.4,1.1000001,0.90999997,16.0
1941-02-21,51.0,4.316,-1.834,0.8514166,0.2,0.2,0.0,2.0
1941-02-22,51.0,5.166,-0.78400004,1.7785,0.70000005,0.70000005,0.0,6.0
1941-02-23,51.0,7.666,-1.034,2.7472498,0.4,0.4,0.0,4.0
1941-02-24,73.0,4.566,-1.534,1.5368334,3.1,1.7000003,0.97999996,17.0
1941-02-25,51.0,3.966,-0.18400002,2.0597498,0.3,0.3,0.0,3.0
1941-02-26,73.0,3.466,-1.9840001,1.2930833,0.5,0.099999994,0.28,1.0
1941-02-27,61.0,11.716001,3.416,7.811833,4.9,4.9,0.0,12.0
1941-02-28,51.0,12.216001,5.716,9.991,0.8,0.8,0.0,4.0
1941-03-01,55.0,10.616,5.6159997,8.157666,3.1,3.1,0.0,9.0
1941-03-02,53.0,10.416,4.216,8.57225,2.2,2.2,0.0,10.0
1941-03-03,51.0,9.666,4.266,6.9285007,1.1,1.1,0.0,4.0
1941-03-04,51.0,6.8659997,2.966,5.030584,1.5,1.5,0.0,10.0
1941-03-05,51.0,6.816,0.916,3.5597498,0.2,0.2,0.0,2.0
1941-03-06,53.0,6.516,2.5159998,4.9493337,6.4,6.4,0.0,24.0
1941-03-07,61.0,7.166,2.666,4.876417,7.1,7.1,0.0,21.0
1941-03-08,53.0,9.116,4.316,7.0639167,1.5,1.5,0.0,4.0
1941-03-09,3.0,10.166,2.816,6.3535004,0.0,0.0,0.0,0.0
1941-03-10,51.0,9.566,2.266,5.757667,0.8000001,0.8000001,0.0,6.0
1941-03-11,3.0,9.866,2.466,5.7659993,0.0,0.0,0.0,0.0
1941-03-12,3.0,5.416,3.2659998,4.145167,0.0,0.0,0.0,0.0
1941-03-13,0.0,8.566,1.666,5.038917,0.0,0.0,0.0,0.0
1941-03-14,2.0,11.666,2.1160002,5.999333,0.0,0.0,0.0,0.0
1941-03-15,3.0,12.316,1.066,6.1076665,0.0,0.0,0.0,0.0
1941-03-16,2.0,12.266001,1.1159999,5.745167,0.0,0.0,0.0,0.0
1941-03-17,3.0,4.016,-0.28399998,1.9493333,0.0,0.0,0.0,0.0
1941-03-18,1.0,9.916,0.416,4.4889164,0.0,0.0,0.0,0.0
1941-03-19,0.0,9.466001,-1.284,4.0139165,0.0,0.0,0.0,0.0
1941-03-20,3.0,8.266,-0.834,3.6430829,0.0,0.0,0.0,0.0
1941-03-21,51.0,11.816,2.816,7.3910007,0.2,0.2,0.0,1.0
1941-03-22,51.0,10.916,6.166,8.707667,2.1000001,2.1000001,0.0,14.0
1941-03-23,53.0,8.866,4.966,6.788917,2.7999997,2.7999997,0.0,10.0
1941-03-24,51.0,8.866,3.3660002,6.551417,0.9000001,0.9000001,0.0,5.0
1941-03-25,53.0,11.716001,6.966,9.430585,1.8000002,1.8000002,0.0,8.0
1941-03-26,51.0,15.566,9.016001,11.495166,0.5,0.5,0.0,5.0
1941-03-27,51.0,12.816,7.816,10.0785,0.6,0.6,0.0,6.0
1941-03-28,53.0,9.616,6.416,8.395167,6.2999997,6.2999997,0.0,22.0
1941-03-29,51.0,6.766,1.066,5.0222507,1.3000002,1.3000002,0.0,9.0
1941-03-30,3.0,4.916,-1.584,1.5889167,0.0,0.0,0.0,0.0
1941-03-31,51.0,8.316,-0.98399997,4.0701666,0.4,0.4,0.0,4.0
1941-04-01,51.0,8.766001,3.216,6.6014175,0.5,0.5,0.0,4.0
1941-04-02,53.0,8.916,1.966,6.1284995,2.4,2.4,0.0,11.0
1941-04-03,55.0,9.466001,2.7659998,6.2097507,3.6,3.6,0.0,9.0
1941-04-04,51.0,12.366,4.316,7.7972493,1.4000001,1.4000001,0.0,9.0
1941-04-05,53.0,11.716001,1.516,6.726417,2.3,2.3,0.0,9.0
1941-04-06,51.0,6.566,4.016,5.3576674,0.4,0.4,0.0,4.0
1941-04-07,3.0,7.6159997,2.1160002,4.8347507,0.0,0.0,0.0,0.0
1941-04-08,3.0,6.716,0.76600003,3.780584,0.0,0.0,0.0,0.0
1941-04-09,51.0,5.8659997,1.666,3.8139164,0.5,0.5,0.0,5.0
1941-04-10,3.0,6.6159997,1.466,4.2201667,0.0,0.0,0.0,0.0
1941-04-11,51.0,11.766001,4.166,8.27225,3.2000003,3.2000003,0.0,14.0
1941-04-12,51.0,11.466001,7.3659997,9.428501,2.1999998,2.1999998,0.0,10.0
1941-04-13,51.0,13.266001,7.266,10.470166,0.2,0.2,0.0,1.0
1941-04-14,51.0,11.666,6.666,9.545167,0.1,0.1,0.0,1.0
1941-04-15,51.0,12.266001,4.216,8.307667,0.2,0.2,0.0,2.0
1941-04-16,51.0,13.166,2.266,8.313916,1.0,1.0,0.0,6.0
1941-04-17,51.0,12.516001,3.3660002,8.213917,0.2,0.2,0.0,2.0
1941-04-18,61.0,14.216001,5.166,8.776418,3.3,3.3,0.0,8.0
1941-04-19,51.0,12.266001,4.466,8.476417,0.2,0.2,0.0,2.0
1941-04-20,51.0,13.016001,8.666,10.50975,0.5,0.5,0.0,5.0
1941-04-21,3.0,14.916,6.1159997,10.876418,0.0,0.0,0.0,0.0
1941-04-22,51.0,15.216001,6.916,10.909751,0.1,0.1,0.0,1.0
1941-04-23,3.0,7.8659997,2.816,5.9535007,0.0,0.0,0.0,0.0
1941-04-24,51.0,7.166,2.016,4.8784995,0.8000001,0.8000001,0.0,7.0
1941-04-25,51.0,10.216001,3.6160002,6.7118344,1.4000002,1.4000002,0.0,12.0
1941-04-26,3.0,8.516001,3.716,6.1285,0.0,0.0,0.0,0.0
1941-04-27,51.0,7.766,1.966,5.041,0.3,0.3,0.0,3.0
1941-04-28,51.0,8.066,0.366,4.4597497,0.1,0.1,0.0,1.0
1941-04-29,3.0,10.166,-0.23399997,5.3972497,0.0,0.0,0.0,0.0
1941-04-30,61.0,10.166,4.266,7.941,10.700001,10.700001,0.0,16.0
1941-05-01,53.0,9.416,6.816,8.213916,3.8999999,3.8999999,0.0,18.0
1941-05-02,51.0,13.366,4.566,8.786832,1.0,1.0,0.0,7.0
1941-05-03,2.0,8.366,0.666,5.03475,0.0,0.0,0.0,0.0
1941-05-04,3.0,12.766001,-0.18400002,7.155584,0.0,0.0,0.0,0.0
1941-05-05,51.0,13.216001,6.016,9.407666,2.1000001,2.1000001,0.0,10.0
1941-05-06,53.0,10.066,4.416,7.715999,4.1,4.1,0.0,12.0
1941-05-07,3.0,8.166,4.066,6.0534997,0.0,0.0,0.0,0.0
1941-05-08,3.0,9.316,2.216,5.8889174,0.0,0.0,0.0,0.0
1941-05-09,51.0,10.966001,1.266,6.2847514,0.1,0.1,0.0,1.0
1941-05-10,51.0,10.816,1.616,6.5472507,0.2,0.2,0.0,2.0
1941-05-11,53.0,13.716001,1.266,8.438917,0.8,0.8,0.0,3.0
1941-05-12,51.0,14.266001,6.666,11.086834,0.9000001,0.9000001,0.0,6.0
1941-05-13,3.0,15.866,9.116,12.547252,0.0,0.0,0.0,0.0
1941-05-14,51.0,14.916,9.366,12.284749,0.2,0.2,0.0,2.0
1941-05-15,51.0,9.066,3.0159998,6.49725,1.4000002,1.4000002,0.0,10.0
1941-05-16,51.0,13.016001,1.666,8.230584,0.6,0.6,0.0,5.0
1941-05-17,3.0,14.416,2.316,9.75975,0.0,0.0,0.0,0.0
1941-05-18,51.0,15.716001,6.416,11.48475,1.4000001,1.4000001,0.0,13.0
1941-05-19,51.0,15.166,8.466001,12.126416,0.90000004,0.90000004,0.0,7.0
1941-05-20,51.0,13.316,9.666,11.547252,2.2999997,2.2999997,0.0,14.0
1941-05-21,51.0,17.016,8.966001,13.143085,0.4,0.4,0.0,4.0
1941-05-22,53.0,17.166,11.666,14.213917,1.6000001,1.6000001,0.0,10.0
1941-05-23,53.0,13.366,7.916,12.034749,1.8000001,1.8000001,0.0,7.0
1941-05-24,51.0,14.216001,7.316,11.036834,0.6,0.6,0.0,4.0
1941-05-25,55.0,14.866,8.566,11.503501,4.8,4.8,0.0,17.0
1941-05-26,61.0,13.466001,9.066,11.363917,28.300001,28.300001,0.0,24.0
1941-05-27,55.0,14.566,7.216,10.44725,4.8,4.8,0.0,12.0
1941-05-28,63.0,18.966,5.216,13.14725,7.6000004,7.6000004,0.0,12.0
1941-05-29,61.0,15.366,10.316,12.666001,8.700001,8.700001,0.0,9.0
1941-05-30,51.0,14.516001,10.516001,12.766002,0.4,0.4,0.0,4.0
1941-05-31,3.0,15.316,9.466001,12.588917,0.0,0.0,0.0,0.0
1941-06-01,3.0,16.666,8.066,12.266,0.0,0.0,0.0,0.0
1941-06-02,3.0,13.216001,7.266,9.988917,0.0,0.0,0.0,0.0
1941-06-03,3.0,16.416,7.766,11.311833,0.0,0.0,0.0,0.0
1941-06-04,51.0,22.966,9.566,16.397251,0.1,0.1,0.0,1.0
1941-06-05,63.0,17.716,11.016001,14.8535,18.5,18.5,0.0,11.0
1941-06-06,51.0,17.666,10.866,13.918083,0.6,0.6,0.0,5.0
1941-06-07,51.0,17.416,9.166,14.182667,0.4,0.4,0.0,3.0
1941-06-08,55.0,16.616001,12.666,14.676417,3.2,3.2,0.0,8.0
1941-06-09,61.0,16.066,11.916,13.64725,9.099999,9.099999,0.0,17.0
1941-06-10,61.0,15.366,10.816,13.409751,12.1,12.1,0.0,16.0
1941-06-11,53.0,16.516,8.066,12.503501,1.4000001,1.4000001,0.0,5.0
1941-06-12,51.0,14.966001,8.516001,12.030583,0.5,0.5,0.0,5.0
1941-06-13,3.0,16.816,8.866,12.595166,0.0,0.0,0.0,0.0
1941-06-14,51.0,17.816,10.716001,14.766002,0.2,0.2,0.0,2.0
1941-06-15,51.0,21.016,13.266001,17.180586,0.1,0.1,0.0,1.0
1941-06-16,3.0,22.866001,12.166,17.820166,0.0,0.0,0.0,0.0
1941-06-17,3.0,23.016,15.166,18.826418,0.0,0.0,0.0,0.0
1941-06-18,3.0,25.016,14.116,19.7785,0.0,0.0,0.0,0.0
1941-06-19,51.0,24.416,16.666,20.30975,0.6,0.6,0.0,5.0
1941-06-20,3.0,26.866001,16.316,21.695168,0.0,0.0,0.0,0.0
1941-06-21,3.0,27.616001,15.016001,21.82225,0.0,0.0,0.0,0.0
1941-06-22,2.0,28.066,19.966,23.486837,0.0,0.0,0.0,0.0
1941-06-23,2.0,23.366001,16.166,19.976418,0.0,0.0,0.0,0.0
1941-06-24,3.0,23.516,14.166,18.89725,0.0,0.0,0.0,0.0
1941-06-25,2.0,23.516,12.516001,18.299337,0.0,0.0,0.0,0.0
1941-06-26,51.0,19.866001,16.766,18.532665,0.2,0.2,0.0,2.0
1941-06-27,3.0,20.716,14.716001,17.868082,0.0,0.0,0.0,0.0
1941-06-28,3.0,22.766,13.816,17.768084,0.0,0.0,0.0,0.0
1941-06-29,3.0,20.166,14.416,17.276417,0.0,0.0,0.0,0.0
1941-06-30,51.0,21.766,14.466001,18.145166,0.5,0.5,0.0,5.0
1941-07-01,51.0,25.566,15.816,20.993086,0.5,0.5,0.0,3.0
1941-07-02,3.0,26.516,16.566,22.134748,0.0,0.0,0.0,0.0
1941-07-03,3.0,26.266,16.816,21.666,0.0,0.0,0.0,0.0
1941-07-04,3.0,21.266,16.166,18.236834,0.0,0.0,0.0,0.0
1941-07-05,3.0,22.016,11.466001,17.816,0.0,0.0,0.0,0.0
1941-07-06,3.0,25.066,15.266001,20.313917,0.0,0.0,0.0,0.0
1941-07-07,3.0,28.516,16.166,22.805586,0.0,0.0,0.0,0.0
1941-07-08,3.0,29.716,15.916,23.657663,0.0,0.0,0.0,0.0
1941-07-09,51.0,27.966,17.516,22.47017,0.1,0.1,0.0,1.0
1941-07-10,51.0,27.816,16.616001,22.655584,0.1,0.1,0.0,1.0
1941-07-11,61.0,26.716,18.166,22.307669,5.7,5.7,0.0,8.0
1941-07-12,63.0,24.666,17.066,20.557669,6.299999,6.299999,0.0,13.0
1941-07-13,51.0,23.816,14.516001,19.7535,1.0000001,1.0000001,0.0,5.0
1941-07-14,51.0,20.666,12.566,16.357668,0.1,0.1,0.0,1.0
1941-07-15,61.0,21.666,13.566,17.30142,2.6,2.6,0.0,7.0
1941-07-16,51.0,20.016,15.016001,17.397253,0.9000001,0.9000001,0.0,8.0
1941-07-17,3.0,21.316,14.716001,17.578503,0.0,0.0,0.0,0.0
1941-07-18,51.0,20.816,14.966001,17.74725,0.5,0.5,0.0,5.0
1941-07-19,51.0,18.866001,13.316,15.528501,1.2,1.2,0.0,10.0
1941-07-20,51.0,18.916,11.666,15.468085,0.4,0.4,0.0,3.0
1941-07-21,3.0,22.166,11.416,16.893082,0.0,0.0,0.0,0.0
1941-07-22,51.0,21.316,14.116,17.449331,0.2,0.2,0.0,1.0
1941-07-23,51.0,22.766,13.016001,18.170168,0.2,0.2,0.0,2.0
1941-07-24,3.0,25.466,13.566,20.141,0.0,0.0,0.0,0.0
1941-07-25,1.0,29.466,15.466001,22.824333,0.0,0.0,0.0,0.0
1941-07-26,2.0,27.116001,16.266,22.693083,0.0,0.0,0.0,0.0
1941-07-27,3.0,23.316,16.766,19.84517,0.0,0.0,0.0,0.0
1941-07-28,3.0,22.816,16.316,19.0035,0.0,0.0,0.0,0.0
1941-07-29,51.0,19.866001,15.366,17.480581,0.6,0.6,0.0,4.0
1941-07-30,51.0,19.166,13.366,16.384748,0.8000001,0.8000001,0.0,8.0
1941-07-31,61.0,19.466,13.216001,15.92225,4.9,4.9,0.0,14.0
1941-08-01,51.0,21.266,13.466001,17.22225,1.4000001,1.4000001,0.0,9.0
1941-08-02,3.0,22.116001,15.216001,18.316,0.0,0.0,0.0,0.0
1941-08-03,3.0,20.166,16.316,18.380583,0.0,0.0,0.0,0.0
1941-08-04,51.0,22.066,13.116,17.98475,0.1,0.1,0.0,1.0
1941-08-05,53.0,16.516,12.066,14.655582,1.6000001,1.6000001,0.0,9.0
1941-08-06,51.0,16.716,11.116,14.088916,0.90000004,0.90000004,0.0,4.0
1941-08-07,3.0,19.216,9.016001,15.003499,0.0,0.0,0.0,0.0
1941-08-08,53.0,19.966,11.666,14.876419,2.9999998,2.9999998,0.0,9.0
1941-08-09,51.0,18.516,11.766001,15.832665,0.1,0.1,0.0,1.0
1941-08-10,51.0,21.816,16.716,18.886835,1.1000001,1.1000001,0.0,11.0
1941-08-11,53.0,17.416,14.016001,15.647252,5.7,5.7,0.0,14.0
1941-08-12,51.0,19.766,12.366,15.95142,0.1,0.1,0.0,1.0
1941-08-13,55.0,17.866001,12.016001,14.680584,4.7000003,4.7000003,0.0,13.0
1941-08-14,53.0,19.316,13.666,15.968082,1.0,1.0,0.0,4.0
1941-08-15,61.0,18.416,12.766001,15.286836,10.1,10.1,0.0,13.0
1941-08-16,51.0,18.016,13.016001,15.436835,0.3,0.3,0.0,3.0
1941-08-17,61.0,17.116001,12.516001,14.701419,3.9999998,3.9999998,0.0,9.0
1941-08-18,61.0,18.166,13.116,15.678502,6.799999,6.799999,0.0,10.0
1941-08-19,61.0,17.516,12.416,14.722252,3.7,3.7,0.0,8.0
1941-08-20,63.0,16.816,12.266001,14.278501,8.8,8.8,0.0,9.0
1941-08-21,3.0,18.766,11.266001,15.288918,0.0,0.0,0.0,0.0
1941-08-22,51.0,18.416,12.266001,15.457667,0.7,0.7,0.0,5.0
1941-08-23,51.0,17.566,11.116,14.722249,1.1,1.1,0.0,5.0
1941-08-24,51.0,19.016,12.666,15.949332,0.3,0.3,0.0,1.0
1941-08-25,61.0,17.266,14.016001,15.415999,6.6,6.6,0.0,10.0
1941-08-26,51.0,19.266,11.716001,15.732667,0.1,0.1,0.0,1.0
1941-08-27,3.0,18.616001,11.316,15.35975,0.0,0.0,0.0,0.0
1941-08-28,53.0,18.816,13.466001,15.636834,2.0,2.0,0.0,8.0
1941-08-29,51.0,18.216,12.366,15.205585,0.3,0.3,0.0,3.0
1941-08-30,3.0,19.216,12.216001,15.640999,0.0,0.0,0.0,0.0
1941-08-31,2.0,20.416,10.716001,15.4764185,0.0,0.0,0.0,0.0
1941-09-01,1.0,21.866001,10.366,16.605583,0.0,0.0,0.0,0.0
1941-09-02,51.0,22.016,13.966001,18.265999,0.2,0.2,0.0,2.0
1941-09-03,51.0,23.366001,14.966001,19.099335,0.1,0.1,0.0,1.0
1941-09-04,3.0,23.316,14.066,18.649338,0.0,0.0,0.0,0.0
1941-09-05,3.0,24.366001,15.066,19.063917,0.0,0.0,0.0,0.0
1941-09-06,3.0,21.366001,13.516001,17.036833,0.0,0.0,0.0,0.0
1941-09-07,51.0,18.716,13.466001,15.763916,0.2,0.2,0.0,2.0
1941-09-08,3.0,19.166,12.916,15.855583,0.0,0.0,0.0,0.0
1941-09-09,51.0,18.566,13.216001,15.916003,0.2,0.2,0.0,1.0
1941-09-10,53.0,20.666,14.066,17.403502,0.6,0.6,0.0,1.0
1941-09-11,3.0,18.716,14.266001,16.251415,0.0,0.0,0.0,0.0
1941-09-12,51.0,16.216,11.816,14.130582,0.4,0.4,0.0,2.0
1941-09-13,51.0,18.166,13.366,15.820167,0.3,0.3,0.0,3.0
1941-09-14,51.0,16.566,13.066,15.166,0.4,0.4,0.0,4.0
1941-09-15,3.0,15.166,11.116,12.940999,0.0,0.0,0.0,0.0
1941-09-16,2.0,15.366,9.716001,12.547253,0.0,0.0,0.0,0.0
1941-09-17,0.0,17.416,7.8659997,12.611835,0.0,0.0,0.0,0.0
1941-09-18,2.0,17.416,6.466,12.255584,0.0,0.0,0.0,0.0
1941-09-19,3.0,15.216001,9.816,12.978501,0.0,0.0,0.0,0.0
1941-09-20,2.0,17.416,8.916,13.199332,0.0,0.0,0.0,0.0
1941-09-21,2.0,19.866001,10.266001,14.743084,0.0,0.0,0.0,0.0
1941-09-22,1.0,20.666,10.016001,15.188916,0.0,0.0,0.0,0.0
1941-09-23,1.0,22.716,12.016001,16.666002,0.0,0.0,0.0,0.0
1941-09-24,3.0,22.916,12.716001,17.474333,0.0,0.0,0.0,0.0
1941-09-25,51.0,20.266,13.466001,16.703503,0.3,0.3,0.0,2.0
1941-09-26,51.0,22.216,14.616,18.25767,1.7000002,1.7000002,0.0,9.0
1941-09-27,61.0,22.716,14.816,18.678497,4.0,4.0,0.0,5.0
1941-09-28,61.0,17.266,13.816,15.501419,15.400001,15.400001,0.0,21.0
1941-09-29,51.0,18.316,11.366,14.468083,0.3,0.3,0.0,2.0
1941-09-30,51.0,15.466001,10.166,12.6014185,0.1,0.1,0.0,1.0
1941-10-01,3.0,17.116001,7.766,12.641,0.0,0.0,0.0,0.0
1941-10-02,3.0,17.916,6.966,12.955583,0.0,0.0,0.0,0.0
1941-10-03,3.0,15.016001,9.466001,12.27225,0.0,0.0,0.0,0.0
1941-10-04,3.0,16.566,9.116,13.018082,0.0,0.0,0.0,0.0
1941-10-05,61.0,18.866001,12.166,15.293086,6.9000006,6.9000006,0.0,10.0
1941-10-06,2.0,21.916,10.416,15.897252,0.0,0.0,0.0,0.0
1941-10-07,51.0,19.816,9.866,15.043084,0.2,0.2,0.0,2.0
1941-10-08,3.0,19.416,10.866,14.938918,0.0,0.0,0.0,0.0
1941-10-09,53.0,17.416,14.216001,15.463916,6.1,6.1,0.0,16.0
1941-10-10,51.0,17.466,12.866,15.541001,0.3,0.3,0.0,1.0
1941-10-11,51.0,13.816,9.216001,12.326417,0.1,0.1,0.0,1.0
1941-10-12,3.0,11.566,4.816,8.966001,0.0,0.0,0.0,0.0
1941-10-13,3.0,12.366,3.916,8.276417,0.0,0.0,0.0,0.0
1941-10-14,51.0,14.366,8.866,11.232666,1.3000001,1.3000001,0.0,8.0
1941-10-15,51.0,13.916,7.316,10.753502,0.2,0.2,0.0,2.0
1941-10-16,53.0,17.216,8.566,13.178501,1.5000001,1.5000001,0.0,8.0
1941-10-17,55.0,14.166,7.8659997,10.920167,3.0000002,3.0000002,0.0,6.0
1941-10-18,53.0,15.766001,12.566,13.982667,5.1000004,5.1000004,0.0,15.0
1941-10-19,51.0,17.016,11.416,13.809751,1.0,1.0,0.0,4.0
1941-10-20,3.0,17.016,13.916,15.180585,0.0,0.0,0.0,0.0
1941-10-21,51.0,14.016001,8.066,11.974335,0.1,0.1,0.0,1.0
1941-10-22,51.0,13.066,4.916,8.980584,0.2,0.2,0.0,2.0
1941-10-23,1.0,11.566,4.166,7.2993336,0.0,0.0,0.0,0.0
1941-10-24,51.0,10.066,4.966,7.1660004,0.5,0.5,0.0,4.0
1941-10-25,3.0,10.766001,4.716,7.5534997,0.0,0.0,0.0,0.0
1941-10-26,3.0,10.516001,5.216,7.7826667,0.0,0.0,0.0,0.0
1941-10-27,51.0,10.466001,2.5159998,6.932667,0.2,0.2,0.0,2.0
1941-10-28,51.0,10.466001,5.666,7.997251,0.4,0.4,0.0,3.0
1941-10-29,51.0,6.416,2.1160002,3.9555836,0.1,0.1,0.0,1.0
1941-10-30,2.0,7.316,2.266,4.841,0.0,0.0,0.0,0.0
1941-10-31,51.0,7.216,0.716,3.5618334,0.1,0.1,0.0,1.0
1941-11-01,51.0,7.466,3.8660002,5.351417,0.3,0.3,0.0,3.0
1941-11-02,51.0,6.3659997,1.866,3.957667,0.4,0.4,0.0,4.0
1941-11-03,3.0,5.766,1.1159999,2.9930832,0.0,0.0,0.0,0.0
1941-11-04,53.0,4.166,1.766,2.7430832,1.8000002,1.8000002,0.0,11.0
1941-11-05,3.0,7.066,1.1159999,3.5222502,0.0,0.0,0.0,0.0
1941-11-06,3.0,11.366,2.016,7.1910005,0.0,0.0,0.0,0.0
1941-11-07,3.0,8.766001,3.0159998,6.891001,0.0,0.0,0.0,0.0
1941-11-08,3.0,8.816,0.616,4.755584,0.0,0.0,0.0,0.0
1941-11-09,3.0,6.8659997,3.466,5.1889167,0.0,0.0,0.0,0.0
1941-11-10,53.0,13.216001,4.6159997,9.757667,4.7999997,4.7999997,0.0,18.0
1941-11-11,53.0,11.716001,6.3659997,9.286834,3.0,3.0,0.0,5.0
1941-11-12,53.0,10.316,8.066,9.030584,2.6000001,2.6000001,0.0,9.0
1941-11-13,51.0,9.516001,6.8659997,8.607666,1.1,1.1,0.0,5.0
1941-11-14,3.0,9.116,5.766,7.2285,0.0,0.0,0.0,0.0
1941-11-15,3.0,7.016,-0.23399997,3.0035,0.0,0.0,0.0,0.0
1941-11-16,53.0,11.666,0.16600001,6.8035007,5.399999,5.399999,0.0,17.0
1941-11-17,51.0,12.666,7.8659997,10.113917,0.2,0.2,0.0,1.0
1941-11-18,3.0,12.066,6.6159997,9.207667,0.0,0.0,0.0,0.0
1941-11-19,53.0,8.616,5.316,6.8326664,5.5,5.5,0.0,12.0
1941-11-20,3.0,12.266001,5.816,8.957665,0.0,0.0,0.0,0.0
1941-11-21,51.0,11.966001,9.216001,10.476418,0.8000001,0.8000001,0.0,6.0
1941-11-22,61.0,13.616,9.466001,11.438918,8.900001,8.900001,0.0,12.0
1941-11-23,53.0,11.766001,6.416,9.243085,2.0,2.0,0.0,5.0
1941-11-24,51.0,14.416,6.666,11.261833,0.5,0.5,0.0,4.0
1941-11-25,51.0,12.366,3.1160002,10.076418,1.3000001,1.3000001,0.0,7.0
1941-11-26,3.0,8.666,0.916,5.1493335,0.0,0.0,0.0,0.0
1941-11-27,3.0,10.716001,7.666,8.891,0.0,0.0,0.0,0.0
